30	1	110	0	0	10.92	-10.92	10.92	0
46	1	0	0	0	0.2	-0.2	0.2	0
69	1	114	0	0	13.58	-16.58	13.58	0
93	1	0	0	0	0.05	-0.05	0.05	0
97	1	0	0	0	0.11	-0.11	0.11	0
273	1	0	0	0	0.09	-0.09	0.09	0
352	1	42	0	0	4.54	-4.54	4.54	0
361	1	0	0	0	0.33	-0.33	0.33	0
369	1	114	0	0	6.4	-6.4	6.4	0
379	1	114	0	0	1.93	-1.93	1.93	0
389	1	110	0	0	6	-6	6	0
280	1	100	0	0	0.18	-0.18	0.18	0
